name,naics_code,naics_label
Techwin,334,
Infinite Property Management,531,
Arbor Antiques,453,
OMH Technologies,334,
Gulet Charter in Turkey,487,Scenic and Sightseeing Transportation
Kinetic Media,541,"Professional, Scientific, and Technical Services"
Polar Laser Laboratories,334,
Kamlesh Pandya,541,"Professional, Scientific, and Technical Services"
Mask Transport,492,
Hartshill Cycles,451,
Bench Oilfield Consulting,236,
Blue Seven Audio, 512,
Cristian's concrete pumping company,238,
Little Genius,611,
A Star Store,453,
Arabelts,326,
Burnthill Rock Quarry,212,
Blackbox Technologies,336,Transportation Equipment Manufacturing
Rev21,512,
Select Hue,541,"Professional, Scientific, and Technical Services"
Yacht Electrical Services,238,
Tennis Wales Coach Development Centre,713,
Fashion Apparel Manufacturer,315,
Bills Paid,561,Administrative and Support Services
Music Television,512,
The Eastern Africa Association,813,
Bright Express Cleaners,812,
Shree vanity van,485,
ABS Bargains & Furniture Direct,442,
Priceless Cargo Driving School,611,
Mayfield Chiropractic,621,
Gifts From The Heart, 813,
Gold Rope,326,
Pentolex,561,
The FairWays Foundation,813,
Unimedlink,813,
Cheeky Monkey Cake Company,311,
Bibb Distributing,312,
Book Taxi Amsterdam,485,
Red Barn Creations,311,
CompuSave Technologies,811,Repair and Maintenance
Avid Pest Pro,561,
Jewelers Resource,448,
The Backyard Farm Company,111,
Davis Utility Trailer Sales,441310,
Plots Plus,113,
Richard Bauer,322,
MKH Search,561,
Cortes Purchasing,541610,
National Tech Express,541613,
GG4 Energy,221,
SP Sonic,334,
TG Productions,5614,
HatChap Productions,512,Motion Picture and Sound Recording Industries
Osceola County Sheriff Foundation,922,
WeDo Hammocks,337,
Auricle Vibration Services Private Limited,541990,
Make Over Curtain Cleaning,812,
Waste 360,562,
Kimberly Noel,621,Ambulatory Health Care Services
Sam Tell,333,
Academic Tutorial, 611,
Zhiyuan Lighting,448,
TLC Institute,611,
ComposiMo,336,
Community Water Services,221,
Baaklon,446,
Bombshell Beauty Academy,611,
MAC Materials,326,
Rieohm,335,
Neumesh Labs,333,
Inter-Tech Industries,423,
Chesva,238,Specialty Trade Contractors
Mandrix,484,Truck Transportation
Divine Mind Time,621399,
RootsAFS,325,
EBS FLORIDA,541613,
Allen and Companies,332,Fabricated Metal Product Manufacturing
Flora Group,453,
Lazer Energy,447,Gasoline Stations
Bumble and bumble,446,
MS Creative Productions,512,
Earthtech Energy Services,238,
Bhagsu Yoga,611,
Best Care Pharmacy of New York,446,
Food Scoop,445,
Maine Mold,333,
Mehas Music,451,
Pallet Place,423,
Fatburners,446,
Wayne Bells,441,
Martel Commercial,531,
EnviMet,541910,
Observant,221,
Cameron Surgical,339,Miscellaneous Manufacturing
Richwest Engineering,333,
Tags and nameplates,332,
Blue Sun Tea,311,
Trac,443,
Sea Girt Lighthouse,712,
BPMed,325,
Marty's Metals & Rubbish Recycling,562,
Brugmansia Counseling,621310,
Tools For Veterans,444,
Minvalco,541330,
BUSA HQ,441,
PERMIAN BASIN YOUNG GUNS,611310,
Knafsale,442,
Ramsey Development Solutions,531,
Brevan,423,
Frescrete,238,
D2R Linen,812,Personal and Laundry Services
The Buckeye Ranch,624,
Psyc101,    621,
NEIGHBORS IN NEED,624,
Muskvape,312,
Peninsula Parking,812,Personal and Laundry Services
Timex Ceramic,444,
PE Plus,326,
Lockwood Moore,532,
Columbia Lake,541,
Lamont Blair,5412,
Dc Scooter,451,
Silicon Carbide,331,
Cineaste Films,512,
Shandong Jieyi,332,
Blood Centers of America,621,
DTR FAB,336,
NZ Office Systems,453,
HW Transport,484,
Electro-Tech,423,
Sehgal Diamonds,448,
OmniDuct,332,Fabricated Metal Product Manufacturing
Million,541930,
Dental Equipment,339,
RD Capital Mortgage,522,
NP Reviews,611,
CE Labs,334,
Fidelis Medical,339,
Hold Fast Brewing,312,
Victoria's Appliance Repair,811,Repair and Maintenance
PayTag,522,Credit Intermediation and Related Activities
Shuttle Bug,485,Transit and Ground Passenger Transportation
Taranis,488,
Zabel Seeds,111,
Polaris Air,481,
E&A Engineering,335,
Bright Light Education,611,
Whispering Roots,111,
M. G. Industries,333,
Paper making corporation,322,
Obstitech,213,
flexiEdge,611,Educational Services
Hearts For Youth,813,
Strive Business,541,
Stitch Crafts,451,
Techopro,541,"Professional, Scientific, and Technical Services"
OBED EDOM ASSISTED LIVING,623,
Meghna Star Cables,423610,
Powerbot,333,
African Eagle,562,
Danny's Takeaway,722,
Quality PC Parts,334,
Standard Manufacturers,332,
High Country Diesel,811,Automotive Repair and Maintenance
APEXCEL,238,
Hydromet,332,
All Green,562,
Christmas Tree Forum,111,
United Financial,522,
Colour Display,323,
Xventi,443,
Safe Capital,523,
Baltimore Floor Supply,238,
Little Silver Animal Hospital,541930,
METRO DETROIT DUMPSTER,562,
Richwood Scientific,611,
Cloverlawn Butterflies,453,
Captivate Salon,812,
Bar-J Electric,238,
Emechtech,333,
Parmar Steel House,332,
A & C Bureau de Change Limited,522,Credit Intermediation and Related Activities
KRES COLD STORAGE,493,
Agro info media,111,
Noveltex,314,
Pewasco,541330,
ADAMIK,333,
Oz Tank,332,
MaxShine,811,
JFK Office Supermarket,453,
South Shore Farms,111,
Townline & Grand,541,
GASTEC,334,
GMD Detectors,4239,
Kenergy Corp,221,
VERSDALE,483,
Dynasty Studios,511,"Publishing, Software, and Video Game Development"
Gold Tech Restoration, 562,
St. Xavier International School,611,
Framequip,332,Fabricated Metal Product Manufacturing
Bidwell Financial,522,Credit Intermediation and Related Activities
May Hardwood Floors,238,
Exchange Ambulance,621,
Settlement Sculptures,712,"Museums, Historical Sites, and Similar Institutions"
Haron,423,
World Trust Finance,522,
Stainless Steel,332,
Ada Restoration Services,561,Administrative and Support Services
Premier Ankle & Foot Specialists,621610,
Elitte Groups,541-,
Cooper Stone,327,
Fusion Foam,238,
Moons Consulting, 541199,
Crimp-Tech,335,
Baker Allen Building Supply,444,
Pristine Leather,316,
The LIFE Group,524,
TownPark Crossing Apartment Homes,531,
Infinx,541611,
Foresight,522,
Specialty Wire,335,"Electrical Equipment, Appliance, and Component Manufacturing"
Amzen,332,
Lincoln County CDC,531,
Walker Rehabilitation,623,
Hawaiian Island Beverage Company,312,
Melomed Healthcare,621910,
Al Gurg Building Services,332,
Creative Flooring Solutions,238,
Carlin Environmental,541,"Professional, Scientific, and Technical Services"
DW Music Foundation,451,
Global-Tek,541310,
Biomass,221,
Goldman Clinical Services,621,
Angel Eyes Photography,541921,
Control Depot,423,"Electrical Equipment, Appliance, and Component Manufacturing"
Technical Metal,332,
Masader,5416,
Perfact Impression,323,
Long Beach Smiles Dentistry,621,
Newcastle Lettings,531,
Bob Cupp, 541611,
Bazzara,311,
Wee's Tees Apparel & Athletic Gear,323,
Kimberley,721,
PermaFloor,238,
Maryland SBA,541922,
Gauley River Pharmacy,446,
Falguni Enterprise,333,
Sonoma Compost,562,
Bully Management,484,
Kepler Dealer, 811,
Walnut Valley Log Homes,236,
The Slater Mill,531,
Carters Natural Stone,327,
2dayz technology, 541,
AMPCO Manufacturers,335,
Fibre Based Integrations,517,
Friarwood,424,
Cleary Safety,611,
Milea Bee Farm,112,
Blank Apparel,448,
Harrigan Healthcare,621,
TAC AUTOMATION,335,
Alicon,324,
COMIC GRAIL VAULT,451,
Redfern Body,446,
E & R Notary Services,541199,
Design Furnishings,337,
Calligraphy Chik,711,
Furniture Affair,442,
Optimum Resources,541611,
Rose Truck Sales,441,
SimpleChef Foodservices,722,
Vitality Technologies,339,
Proecho,238,
Chase Brothers Air Duct Cleaning,561,
Priority Title,541191,
USHA FILTERS,333,
Little Beavers Preschool,624,
Spectrum of Dreams,624,
Haddox Custom Woodworks, 337,
South Texas Solar Systems,238,
B&G Specialty,327,
Nichols Turf Management,561,
Mitee Short Film Festival,711,
SVB Academies,713,
Demco Steel,331,
FlipWix,325,
Greenhouse Supply,236,
Crescent Exteriors,238,
United Titanium,332,
Micro-Cameras,336,
HCS WEALTH MANAGEMENT,524,
Synergistic Strategies,541,"Professional, Scientific, and Technical Services"
UNIDOS MINERS,213,
Mindful Respace,611691,
Singleton Theatrical Society,711,
Parsons Di Salvo Agency,524,
Kibs delivery Services,492,Couriers and Messengers
Signature Trust Bank,522,
MINA Chemical Enterprise Limited,325,Chemical Manufacturing
Architect Engineering Housing Society,236,
Southtech,811,
ZCHTC,333,
Next Level HR,541,"Professional, Scientific, and Technical Services"
Kuriyama,326,
DIGTL Trust,522,
Eminent Pest Control,561,
Goddess Blends,445,Food and Beverage Stores
Commet,238,
Plastic Welding Tools,326,
Sudsy's Car,811,
Home Protection Pest Control,561,
Driver's Village,441,
Renegade Oil Tools,333,
The Creative Nous,541- Public Relations,Public Relations
Chesapeake Urgent Care Association,621,
Bombay Dye Chem,325,Chemical Manufacturing
Restore and Renew,621,
White Castle Restaurant,722,
Hamler Test and Analysis,541512,
Nexus Partners Insurance,524,Insurance carriers and related activities
SCB Procurement,541,"Professional, Scientific, and Technical Services"
Lloyds Private Wealth,523,
Water Industries,333,
SPLASH MODEL,541,
Drive and Stay Alive,524,Insurance Carriers and Related Activities
Youth Connection Project,624,
Monday books,511,
Pegoraro Auto Repair,811,
RT-Engineering,334,Computer and Electronic Product Manufacturing
GLS Global,541213,
AMAZING HOME INSPECTIONS,541350,
Denver's Paddle Boards,451,
Timberline Custom Doors,3219,
Critchlow,541,"Professional, Scientific, and Technical Services"
Ashikian,339,
Bharghavi Shankar,813,
Asia Designer Company,332,
Iron Title,531,
DistriSource,422,Chemicals
Dolica,443,
Stonebridge,522,Credit Intermediation and Related Activities.
Servue Appliance,811,
Alchemist Labs,325,
Rajkamal Bunglow,531,
Tigerton Lumber,423,
Fraitag Engineering,541,"Professional, Scientific, and Technical Services"
Garbath,326,
1st Cut Landscape,561,
Bosse Computers,443,
Aluminium Powder Company Limited India - ALCO,331,
Financial Network Funding Group,522,
SR Sports,711,
DTR Solutions,621,
BB Media Plus,512,
Battery X Metals,213,
RT Trucking,484,
Endless Horizons Realty,531,
Bob's Animal House,453,
Law hub,541110,
Paul Kuder,621310,
J4 Immigration,541930,
Country New Acoustic Music,813,
Elettrondata,327,
Sigma Microsystems,334,
Systech,562,
PRII,326,
Hayudar,488,Support Activities for Transportation
The Vets Animal,541930,
MCM Staffing,561,
UniSolutions,541990,
Life Youth Resource Centre,624,
PowerSILO,221,
EverVital Nutrition,812,
Halidon,423,
The Hypatia Trust,519,
TRiNiTY Brewing,312,
Magnifyde Floorings,314,
A&S Electric,423,
Heritage Floor Coverings,442,
Splint Logistics, 488,
PumpWorks,333,
Vedant Network Solution,517,
TAKfi,517,
Bloom Family Eye Surgeons,621,
Beverage World,445,
HSA for America,524,
Kolan Group,236,
Studio S Architects,541310,
Woodside Foods,335,
Teekay electrical engineering company,238,
Lecospack,561,Administrative and Support Services
The Building Compliance Team,541990,
Dilemma Games,451,
Insurance Professionals of Michigan,524,
Cleveland Senior Living,  623,
World Energy Consortium,221,
Fast Glass Repair, 811310,
Zhinanoosh,445,
Dove Detail,561,
Yong Fong Trading,332311,
Alupro,332,
ROLI, 339,
JCC Institute,813,
InsuranceRescue Services,541,"Professional, Scientific, and Technical Services"
Chocolate Calendar,311,
RKS Enterprises,326,
Cocochabel,311,
Tyne and Wear camper conversions,441,
Penn Diamond Exchange,448,"Jewelry, Luggage, and Leather Goods Stores"
M. R. Forging,332,
Sell4Phone,811,
PD Technologies,323,
Supply88,451,
Print Shack,323,Printing and Related Support Activities
Simply Home,444,
A Plus Racking,493,
WA Lifting Equipment,333  (Machinery Manufacturing),
Dr. Marissa Kiepert Truong,611,
Capitol Cider,722,
CREB,541,"Professional, Scientific, and Technical Services"
Precision Land Improvement,236,
Techcomp,423,
Computer Training Nepal,611,
Southend Hospital Radio,515,
Bear Woods,423,
Radlett Capital,523,Investment Banking and Securities Dealing
Madison Environmental,541,
Champon,325,
Ludy's Kitchen,311,Food Manufacturing
OZ INTERACTIVE,541,
Silver Star Collision,811,
SRII,813,
Seven Group,531,Real Estate
The Rock 1925,722,
Green Village Initiative,111,
Max Time Vape,453,
Pulcinella,722,
Barkod Media and Marketing,541998,
Sawdust,444,
Miami Lit,541922,
Hench Hench Capital,522,Credit Intermediation and Related Activities
Charity Everett,722,
NOTCH,621,
Stanley Steel,332,
Charity Towing,488,
SKAR AUTO,336,
RomeDome Ventures,512,Motion Picture and Sound Recording Industries
Food Fur Life,311,
Fleet-Hydrol,333,
Bhagwati Hardware & Mill Store,423,
Metro Lobster and Seafood,424,
InScribe,561410,
Dorsey Oil,213,
Ross Cleaners,812,
Magnesia Specialties,325,
B Integrated Wellnes,621,
IFACE AU,443,Electronics and Appliance Stores
Anish Industrial,331,
Cosmetic Surgery Suppliers,339,
Automated Controls & Systems,335,
Adhiraj Infotech,541511,
Stray Cat Industrial,238,Specialty Trade Contractors
Accelerated Procurement,334,
Building Hardware Nailed,444,
Sea Level Development,238,
Caruso Companies,532,
One Tree Planted,113,
NTELX,541,"Professional, Scientific, and Technical Services"
Blue Space Self Storage,531,
Shree Durga Fabrication Company,336,
E-waste,562,
The Brandt Company,531,
Piqua Emery,331,
Epiluvac,333,
British Mining,523,
Three Butterflies,512,Motion Picture and Sound Recording Industries
Locksmith Boca Raton,561,
Enisav,451,
Trainline,488,
GKS AEROSPACE,336,
Gardening by the Moon,424,
Demoss Auction,531,
San Diego Vending,454,Nonstore retailers
Cocoabean,722,
Park City Honey Company,112,Apiculture (including beekeeping)
United Coatings Technologies,325,
Nevitec Panels,238,
Quality Assurance Resources,325,
Supaheat Fuels,454,
Quantum Rehab,339,
Peaceful Valley Home Care,621,
Recovered Interior,811890,
Mumbai Water Taxi,487,Scenic and Sightseeing Transportation
A B Instruments Co.,339,
Direct Vehicle Glass,811,
Speaking From The Heart,621,
Rise Up Premier,561,Administrative and Support Services
MAP Brands,325,
Gold Diggers,417,"Metal, Mineral, and Ore Wholesalers"
Med Data Management,621,Ambulatory Health Care Services
Aquatiz Home Innovation Private Limited,326,
Allum Energy Advisory,211,
Rockit,541910,
Belmont Engineering,332,Fabricated Metal Product Manufacturing
NANKA SCHOOL PROJECT,813,
Emerald Finance,522,Credit Intermediation and Related Activities
American Help Desk,5614,
Shenzhen JCR Medical Technology Limited Company,334,
13 Stitches,323,
Meecaad Company,453,
STME,  339,
Humble Surveying,541930,
Little Creek Press,511,Publishing
International Machinery Sales,423,
KINS Global,238,
Bucks County Sealcoating,238,
Stormseeker Games,511,
Beach Love,444,
Terminalpaczkowy,333,
Ta' Gauci,311,
Gallagher Vinyl,423,"Merchant Wholesalers, Durable Goods"
Stone Corner,213,
Peach Lane Farms,112,
Muweshi,112,Animal Production
The Backloading,484,
WASSERCARE,221,
Silver International Private,326,
New York Rug Cleaning,561,
Giocom Sourcing,423,
CAPCE,611,
Future Builders,813,
Midwest Ambulance,621,
DeliverySB,722,
TOOL TECH SPM,333,
Advanced Billing,621,
Live Wire Electronics,443,
CrossRoads Programs,624,
A1 Entertainment Services,512,
Pretty Knotty, 315,
R&J PARK AUTO COLLISION,811,
Mega Star Impex,322,Paper Manufacturing
Duke Vinyl Products,326,Plastics and Rubber Products
Practical Leadership,541910,
Great Wave Developme,335,
Transparent Film Limited,453,
St Martin-in-the-Fields, 711,
Meaglow,333,
Enlightened Life Candles,453,
Marine Power Technologies,541360,
Raschem,325,
Quick Mart,443,
HYDE VAPE,312,
VKP Installations,238,Specialty Trade Contractors
Ob-Gyne Associates of Lake Forest,621,
Coastal Aircraft Maintenance,488,Support Activities for Air Transportation
Electronika-Auto,334,
Shop Ecommerce Gurus,337,
Better Choice Elder Care,623,
Zigco World Ghana,484,Truck Transportation
Flamingo Welding,332,
Kippcakes,311,
Aqua-Hort,221,
Egert Dirt Works,238,
Maple basketball,611,Educational Services
Fence Quarter,332,Fabricated Metal Product Manufacturing
Grand Concerts,711,
Elite Discoveries,541830,
The Complete Package,541990,
Sea Crowd,541620,
THAWORLD,213,
Personalised Jewellery,448,
Brunk,326,
vom Treten,541940,
Impressive notary,5411,
Masterkleen Carpet Care,561,
Spaghetti Ice Cream,311,
Foggy Fields,111,
No Such Company,518,
Uniquely You Service,623,
Bau Cars,485,Transit and Ground Passenger Transportation
Primary Care,621,
Adolescent Alternatives,623,
LGBT,813,
Bieking,333,
Carpet Tile Warehouse,442,
Topsail Beach Linens,812,
PMF Bancorp,522,
Jaredincpt,5615,
Fielding Gloves Shop,451,
MediaCombo,512,
Aisha,311,
Cogmed,611,
Nancy G. Faherty Memorial Foundation,813,
Solid Rock Refinishing,238,
Remco,333,
Pahadi Tea,311,
Executive Planning,524,
Mapori Investment,111,
Zhejiang Tengyu Brass Product, 332,
Tewitfield Marina,721,
Geman Lift,333,
All American Panel,423,
Pennsylvania Economy League,813,
Great Lakes Maple Syrup,311,
ServionXchange,522,
GMP Fitness,611,
Oak City Aquatics,541930,
BBQ Wines,445,
Legacy and Alchemy,511,Publishing industries (except Internet)
OB Carpentry,238,
Krishna Tour,561管理的旅游服务。,
Agrasen Ispat,331,Primary Metal Manufacturing
House of Refuge,624,
Sons of Loki Tattoo,812,
FarmElder,111,
Anderson Pest Control,561,
Pakistan Steel,331,
Rubber Trends,326,
Alford Land Trust,813,
CharterSearch,481,
Stratford Lending Group,522,
Coast Aviation,541614,
Surf Till 100,611,
Coats Development Partners,531,
Mr. DryClean,812,
The Phone Shop Midlands,517,
Gujarat Farm Seeds,111,
Brican,336,
Forrest Machine Products,332,
Eskayel,314,
V6 AUTO PARTS,336,
Ocean State Metals,562,
South London Drones,541921,
Blue Ridge Diesel,423,
AG EQUIPMENT,333,
Kwedit,561,
R & M Refrigeration Supply,423,
Viresco Counseling,621,
Rio Jitsu, 611310,
Moonstruck CBD,325,
Yellow Diamond Entertainment,561941,
Perfect Money,522,Credit Intermediation and Related Activities
MERERANNA APARTMENTS,531,
JAJOO,811310,
Xinshengxin,326,
Printers and Ink Solutions,453,
There Goes Coffee,722,
PMAC Energy,562,
Professional Building Management,531,
Adaptimmune,325,
Place Idaho,531,
REAL FLINT GLASS,327,
Hatlee Building Services,236,Construction of Buildings
